questionId,title,titleSlug,difficulty,acRate,isPaidOnly,topicTags,categoryTitle
751,Number Of Corner Rectangles,number-of-corner-rectangles,Medium,67.88,True,"Array,Math,Dynamic Programming,Matrix",Algorithms
752,IP to CIDR,ip-to-cidr,Medium,53.67,True,"String,Bit Manipulation",Algorithms
753,Open the Lock,open-the-lock,Medium,61.14,False,"Array,Hash Table,String,Breadth-First Search",Algorithms
754,Cracking the Safe,cracking-the-safe,Hard,58.36,False,"String,Depth-First Search,Graph Theory,Eulerian Circuit",Algorithms
755,Reach a Number,reach-a-number,Medium,44.62,False,"Math,Binary Search",Algorithms
756,Pour Water,pour-water,Medium,48.47,True,"Array,Simulation",Algorithms
757,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,60.6,False,"Hash Table,String,Backtracking,Bit Manipulation",Algorithms
759,Set Intersection Size At Least Two,set-intersection-size-at-least-two,Hard,57.92,False,"Array,Greedy,Sorting",Algorithms
760,Bold Words in String,bold-words-in-string,Medium,52.51,True,"Array,Hash Table,String,Trie,String Matching",Algorithms
761,Employee Free Time,employee-free-time,Hard,72.76,True,"Array,Sweep Line,Sorting,Heap (Priority Queue)",Algorithms
762,Find Anagram Mappings,find-anagram-mappings,Easy,83.97,True,"Array,Hash Table",Algorithms
763,Special Binary String,special-binary-string,Hard,66.2,False,"String,Divide and Conquer,Sorting",Algorithms
767,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,Easy,72.39,False,"Math,Bit Manipulation",Algorithms
768,Partition Labels,partition-labels,Medium,81.8,False,"Hash Table,Two Pointers,String,Greedy",Algorithms
769,Largest Plus Sign,largest-plus-sign,Medium,49.03,False,"Array,Dynamic Programming",Algorithms
770,Couples Holding Hands,couples-holding-hands,Hard,59.16,False,"Greedy,Depth-First Search,Breadth-First Search,Union-Find,Graph Theory",Algorithms
777,Toeplitz Matrix,toeplitz-matrix,Easy,69.63,False,"Array,Matrix",Algorithms
778,Reorganize String,reorganize-string,Medium,56.82,False,"Hash Table,String,Greedy,Sorting,Heap (Priority Queue),Counting",Algorithms
779,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,54.66,False,"Array,Stack,Greedy,Sorting,Monotonic Stack",Algorithms
780,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,64.14,False,"Array,Stack,Greedy,Sorting,Monotonic Stack",Algorithms
781,Basic Calculator IV,basic-calculator-iv,Hard,49.67,False,"Hash Table,Math,String,Stack,Recursion",Algorithms
782,Jewels and Stones,jewels-and-stones,Easy,89.49,False,"Hash Table,String",Algorithms
785,Basic Calculator III,basic-calculator-iii,Hard,53.13,True,"Math,String,Stack,Recursion",Algorithms
787,Sliding Puzzle,sliding-puzzle,Hard,74.02,False,"Array,Dynamic Programming,Backtracking,Breadth-First Search,Memoization,Matrix",Algorithms
788,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,Hard,53.89,True,"Array,Binary Search",Algorithms
790,Global and Local Inversions,global-and-local-inversions,Medium,42.71,False,"Array,Math",Algorithms
791,Split BST,split-bst,Medium,82.22,True,"Tree,Binary Search Tree,Recursion,Binary Tree",Algorithms
793,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,37.88,False,"Two Pointers,String",Algorithms
794,Swim in Rising Water,swim-in-rising-water,Hard,67.55,False,"Array,Binary Search,Depth-First Search,Breadth-First Search,Union-Find,Heap (Priority Queue),Matrix",Algorithms
795,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,48.05,False,"Math,Bit Manipulation,Recursion",Algorithms
796,Reaching Points,reaching-points,Hard,34.2,False,Math,Algorithms
797,Rabbits in Forest,rabbits-in-forest,Medium,58.05,False,"Array,Hash Table,Math,Greedy",Algorithms
798,Transform to Chessboard,transform-to-chessboard,Hard,51.13,False,"Array,Math,Bit Manipulation,Matrix",Algorithms
799,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,Easy,61.07,False,"Tree,Depth-First Search,Breadth-First Search,Binary Search Tree,Binary Tree",Algorithms
800,Letter Case Permutation,letter-case-permutation,Medium,75.68,False,"String,Backtracking,Bit Manipulation",Algorithms
801,Is Graph Bipartite?,is-graph-bipartite,Medium,58.89,False,"Depth-First Search,Breadth-First Search,Union-Find,Graph Theory",Algorithms
802,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,68.96,False,"Array,Two Pointers,Binary Search,Sorting,Heap (Priority Queue)",Algorithms
803,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,41.35,False,"Dynamic Programming,Depth-First Search,Breadth-First Search,Graph Theory,Heap (Priority Queue),Shortest Path",Algorithms
804,Rotated Digits,rotated-digits,Medium,56.77,False,"Math,Dynamic Programming",Algorithms
805,Escape The Ghosts,escape-the-ghosts,Medium,63.42,False,"Array,Math",Algorithms
806,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,51.44,False,Dynamic Programming,Algorithms
807,Custom Sort String,custom-sort-string,Medium,72.28,False,"Hash Table,String,Sorting",Algorithms
808,Number of Matching Subsequences,number-of-matching-subsequences,Medium,50.63,False,"Array,Hash Table,String,Binary Search,Dynamic Programming,Trie,Sorting",Algorithms
809,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,Hard,46.62,False,"Math,Binary Search",Algorithms
810,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.75,False,"Array,Matrix",Algorithms
811,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,54.67,False,"Array,Two Pointers",Algorithms
812,Rotate String,rotate-string,Easy,65.06,False,"String,String Matching",Algorithms
813,All Paths From Source to Target,all-paths-from-source-to-target,Medium,83.52,False,"Backtracking,Depth-First Search,Breadth-First Search,Graph Theory",Algorithms
814,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,Hard,53.4,False,"Array,Prefix Sum",Algorithms
815,Champagne Tower,champagne-tower,Medium,64.02,False,Dynamic Programming,Algorithms
818,Similar RGB Color,similar-rgb-color,Easy,67.92,True,"Math,String,Enumeration",Algorithms
819,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,Hard,41.29,False,"Array,Dynamic Programming",Algorithms
820,Find Eventual Safe States,find-eventual-safe-states,Medium,70.27,False,"Depth-First Search,Breadth-First Search,Graph Theory,Topological Sort",Algorithms
821,Bricks Falling When Hit,bricks-falling-when-hit,Hard,36.92,False,"Array,Union-Find,Matrix",Algorithms
822,Unique Morse Code Words,unique-morse-code-words,Easy,83.54,False,"Array,Hash Table,String",Algorithms
823,Split Array With Same Average,split-array-with-same-average,Hard,26.78,False,"Array,Hash Table,Math,Dynamic Programming,Bit Manipulation,Bitmask",Algorithms
824,Number of Lines To Write String,number-of-lines-to-write-string,Easy,72.1,False,"Array,String",Algorithms
825,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium,86.39,False,"Array,Greedy,Matrix",Algorithms
826,Soup Servings,soup-servings,Medium,59.7,False,"Math,Dynamic Programming,Probability and Statistics",Algorithms
827,Expressive Words,expressive-words,Medium,46.7,False,"Array,Two Pointers,String",Algorithms
828,Chalkboard XOR Game,chalkboard-xor-game,Hard,65.57,False,"Array,Math,Bit Manipulation,Brainteaser,Game Theory",Algorithms
829,Subdomain Visit Count,subdomain-visit-count,Medium,77.15,False,"Array,Hash Table,String,Counting",Algorithms
830,Largest Triangle Area,largest-triangle-area,Easy,71.46,False,"Array,Math,Geometry",Algorithms
831,Largest Sum of Averages,largest-sum-of-averages,Medium,54.79,False,"Array,Dynamic Programming,Prefix Sum",Algorithms
832,Binary Tree Pruning,binary-tree-pruning,Medium,72.44,False,"Tree,Depth-First Search,Binary Tree",Algorithms
833,Bus Routes,bus-routes,Hard,47.11,False,"Array,Hash Table,Breadth-First Search",Algorithms
834,Ambiguous Coordinates,ambiguous-coordinates,Medium,56.42,False,"String,Backtracking,Enumeration",Algorithms
835,Linked List Components,linked-list-components,Medium,57.74,False,"Array,Hash Table,Linked List",Algorithms
836,Race Car,race-car,Hard,44.59,False,Dynamic Programming,Algorithms
837,Most Common Word,most-common-word,Easy,44.98,False,"Array,Hash Table,String,Counting",Algorithms
839,Short Encoding of Words,short-encoding-of-words,Medium,60.81,False,"Array,Hash Table,String,Trie",Algorithms
841,Shortest Distance to a Character,shortest-distance-to-a-character,Easy,72.64,False,"Array,Two Pointers,String",Algorithms
842,Card Flipping Game,card-flipping-game,Medium,49.8,False,"Array,Hash Table",Algorithms
843,Binary Trees With Factors,binary-trees-with-factors,Medium,53.06,False,"Array,Hash Table,Dynamic Programming,Sorting",Algorithms
851,Goat Latin,goat-latin,Easy,69.89,False,String,Algorithms
852,Friends Of Appropriate Ages,friends-of-appropriate-ages,Medium,49.83,False,"Array,Two Pointers,Binary Search,Sorting",Algorithms
853,Most Profit Assigning Work,most-profit-assigning-work,Medium,56.13,False,"Array,Two Pointers,Binary Search,Greedy,Sorting",Algorithms
854,Making A Large Island,making-a-large-island,Hard,56.25,False,"Array,Depth-First Search,Breadth-First Search,Union-Find,Matrix",Algorithms
855,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,Hard,53.47,False,"Hash Table,String,Dynamic Programming",Algorithms
856,Consecutive Numbers Sum,consecutive-numbers-sum,Hard,42.55,False,"Math,Enumeration",Algorithms
857,Positions of Large Groups,positions-of-large-groups,Easy,53.73,False,String,Algorithms
858,Masking Personal Information,masking-personal-information,Medium,53.9,False,String,Algorithms
861,Flipping an Image,flipping-an-image,Easy,83.55,False,"Array,Two Pointers,Bit Manipulation,Matrix,Simulation",Algorithms
862,Find And Replace in String,find-and-replace-in-string,Medium,50.93,False,"Array,Hash Table,String,Sorting",Algorithms
863,Sum of Distances in Tree,sum-of-distances-in-tree,Hard,65.48,False,"Dynamic Programming,Tree,Depth-First Search,Graph Theory",Algorithms
864,Image Overlap,image-overlap,Medium,63.97,False,"Array,Matrix",Algorithms
866,Rectangle Overlap,rectangle-overlap,Easy,46.43,False,"Math,Geometry",Algorithms
867,New 21 Game,new-21-game,Medium,51.97,False,"Math,Dynamic Programming,Sliding Window,Probability and Statistics",Algorithms
868,Push Dominoes,push-dominoes,Medium,63.02,False,"Two Pointers,String,Dynamic Programming",Algorithms
869,Similar String Groups,similar-string-groups,Hard,56.06,False,"Array,Hash Table,String,Depth-First Search,Breadth-First Search,Union-Find",Algorithms
870,Magic Squares In Grid,magic-squares-in-grid,Medium,55.12,False,"Array,Hash Table,Math,Matrix",Algorithms
871,Keys and Rooms,keys-and-rooms,Medium,75.49,False,"Depth-First Search,Breadth-First Search,Graph Theory",Algorithms
872,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,Medium,40.17,False,"String,Backtracking",Algorithms
873,Guess the Word,guess-the-word,Hard,36.94,False,"Array,Math,String,Interactive,Game Theory",Algorithms
874,Backspace String Compare,backspace-string-compare,Easy,49.75,False,"Two Pointers,String,Stack,Simulation",Algorithms
875,Longest Mountain in Array,longest-mountain-in-array,Medium,41.83,False,"Array,Two Pointers,Dynamic Programming,Enumeration",Algorithms
876,Hand of Straights,hand-of-straights,Medium,57.79,False,"Array,Hash Table,Greedy,Sorting",Algorithms
877,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,Hard,65.74,False,"Dynamic Programming,Bit Manipulation,Breadth-First Search,Graph Theory,Bitmask",Algorithms
878,Shifting Letters,shifting-letters,Medium,46.06,False,"Array,String,Prefix Sum",Algorithms
879,Maximize Distance to Closest Person,maximize-distance-to-closest-person,Medium,49.6,False,Array,Algorithms
880,Rectangle Area II,rectangle-area-ii,Hard,55.9,False,"Array,Segment Tree,Sweep Line,Ordered Set",Algorithms
881,Loud and Rich,loud-and-rich,Medium,63.15,False,"Array,Depth-First Search,Graph Theory,Topological Sort",Algorithms
882,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,Medium,66.94,False,"Array,Binary Search",Algorithms
883,Car Fleet,car-fleet,Medium,54.71,False,"Array,Stack,Sorting,Monotonic Stack",Algorithms
884,K-Similar Strings,k-similar-strings,Hard,40.56,False,"Hash Table,String,Breadth-First Search",Algorithms
885,Exam Room,exam-room,Medium,43.16,False,"Design,Heap (Priority Queue),Ordered Set",Algorithms
886,Score of Parentheses,score-of-parentheses,Medium,63.64,False,"String,Stack",Algorithms
887,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,Hard,63.6,False,"Array,Greedy,Sorting,Heap (Priority Queue)",Algorithms
888,Mirror Reflection,mirror-reflection,Medium,61.87,False,"Math,Geometry,Number Theory",Algorithms
889,Buddy Strings,buddy-strings,Easy,33.92,False,"Hash Table,String",Algorithms
890,Lemonade Change,lemonade-change,Easy,58.9,False,"Array,Greedy",Algorithms
891,Score After Flipping Matrix,score-after-flipping-matrix,Medium,80.29,False,"Array,Greedy,Bit Manipulation,Matrix",Algorithms
892,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,Hard,32.58,False,"Array,Binary Search,Queue,Sliding Window,Heap (Priority Queue),Prefix Sum,Monotonic Queue",Algorithms
893,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,Medium,67.42,False,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Binary Tree",Algorithms
895,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,Hard,54.31,False,"Array,Bit Manipulation,Breadth-First Search,Matrix",Algorithms
896,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,Medium,77.51,False,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Binary Tree",Algorithms
897,Prime Palindrome,prime-palindrome,Medium,27.94,False,"Math,Number Theory",Algorithms
898,Transpose Matrix,transpose-matrix,Easy,75.86,False,"Array,Matrix,Simulation",Algorithms
899,Binary Gap,binary-gap,Easy,65.72,False,Bit Manipulation,Algorithms
900,Reordered Power of 2,reordered-power-of-2,Medium,66.0,False,"Hash Table,Math,Sorting,Counting,Enumeration",Algorithms
901,Advantage Shuffle,advantage-shuffle,Medium,54.22,False,"Array,Two Pointers,Greedy,Sorting",Algorithms
902,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,Hard,41.1,False,"Array,Dynamic Programming,Greedy,Heap (Priority Queue)",Algorithms
904,Leaf-Similar Trees,leaf-similar-trees,Easy,70.18,False,"Tree,Depth-First Search,Binary Tree",Algorithms
905,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,Medium,57.54,False,"Array,Hash Table,Dynamic Programming",Algorithms
906,Walking Robot Simulation,walking-robot-simulation,Medium,58.37,False,"Array,Hash Table,Simulation",Algorithms
907,Koko Eating Bananas,koko-eating-bananas,Medium,49.68,False,"Array,Binary Search",Algorithms
908,Middle of the Linked List,middle-of-the-linked-list,Easy,81.54,False,"Linked List,Two Pointers",Algorithms
909,Stone Game,stone-game,Medium,72.62,False,"Array,Math,Dynamic Programming,Game Theory",Algorithms
910,Nth Magical Number,nth-magical-number,Hard,36.39,False,"Math,Binary Search",Algorithms
911,Profitable Schemes,profitable-schemes,Hard,48.19,False,"Array,Dynamic Programming",Algorithms
916,Decoded String at Index,decoded-string-at-index,Medium,37.24,False,"String,Stack",Algorithms
917,Boats to Save People,boats-to-save-people,Medium,61.35,False,"Array,Two Pointers,Greedy,Sorting",Algorithms
918,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,Hard,51.74,False,"Graph Theory,Heap (Priority Queue),Shortest Path",Algorithms
919,Projection Area of 3D Shapes,projection-area-of-3d-shapes,Easy,75.55,False,"Array,Math,Geometry,Matrix",Algorithms
920,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,Easy,75.57,False,"Hash Table,String,Counting",Algorithms
921,Spiral Matrix III,spiral-matrix-iii,Medium,84.54,False,"Array,Matrix,Simulation",Algorithms
922,Possible Bipartition,possible-bipartition,Medium,52.35,False,"Depth-First Search,Breadth-First Search,Union-Find,Graph Theory",Algorithms
923,Super Egg Drop,super-egg-drop,Hard,29.82,False,"Math,Binary Search,Dynamic Programming",Algorithms
924,Fair Candy Swap,fair-candy-swap,Easy,64.53,False,"Array,Hash Table,Binary Search,Sorting",Algorithms
925,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,Medium,78.08,False,"Array,Hash Table,Divide and Conquer,Tree,Binary Tree",Algorithms
926,Find and Replace Pattern,find-and-replace-pattern,Medium,76.97,False,"Array,Hash Table,String",Algorithms
927,Sum of Subsequence Widths,sum-of-subsequence-widths,Hard,40.17,False,"Array,Math,Sorting",Algorithms
928,Surface Area of 3D Shapes,surface-area-of-3d-shapes,Easy,70.37,False,"Array,Math,Geometry,Matrix",Algorithms
929,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,Medium,73.47,False,"Array,Hash Table,String,Sorting",Algorithms
930,All Possible Full Binary Trees,all-possible-full-binary-trees,Medium,82.75,False,"Dynamic Programming,Tree,Recursion,Memoization,Binary Tree",Algorithms
931,Maximum Frequency Stack,maximum-frequency-stack,Hard,66.62,False,"Hash Table,Stack,Design,Ordered Set",Algorithms
932,Monotonic Array,monotonic-array,Easy,62.2,False,Array,Algorithms
933,Increasing Order Search Tree,increasing-order-search-tree,Easy,78.92,False,"Stack,Tree,Depth-First Search,Binary Search Tree,Binary Tree",Algorithms
934,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,Medium,56.77,False,"Array,Dynamic Programming,Bit Manipulation",Algorithms
935,Orderly Queue,orderly-queue,Hard,66.69,False,"Math,String,Sorting",Algorithms
936,RLE Iterator,rle-iterator,Medium,59.19,False,"Array,Design,Counting,Iterator",Algorithms
937,Online Stock Span,online-stock-span,Medium,68.68,False,"Stack,Design,Monotonic Stack,Data Stream",Algorithms
938,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,Hard,44.53,False,"Array,Math,String,Binary Search,Dynamic Programming",Algorithms
939,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,Hard,56.25,False,"String,Dynamic Programming,Prefix Sum",Algorithms
940,Fruit Into Baskets,fruit-into-baskets,Medium,50.47,False,"Array,Hash Table,Sliding Window",Algorithms
941,Sort Array By Parity,sort-array-by-parity,Easy,76.45,False,"Array,Two Pointers,Sorting",Algorithms
942,Super Palindromes,super-palindromes,Hard,39.81,False,"Math,String,Enumeration",Algorithms
943,Sum of Subarray Minimums,sum-of-subarray-minimums,Medium,38.28,False,"Array,Dynamic Programming,Stack,Monotonic Stack",Algorithms
944,Smallest Range I,smallest-range-i,Easy,73.26,False,"Array,Math",Algorithms
945,Snakes and Ladders,snakes-and-ladders,Medium,47.99,False,"Array,Breadth-First Search,Matrix",Algorithms
946,Smallest Range II,smallest-range-ii,Medium,37.73,False,"Array,Math,Greedy,Sorting",Algorithms
947,Online Election,online-election,Medium,52.67,False,"Array,Hash Table,Binary Search,Design",Algorithms
948,Sort an Array,sort-an-array,Medium,55.93,False,"Array,Divide and Conquer,Sorting,Heap (Priority Queue),Merge Sort,Bucket Sort,Radix Sort,Counting Sort",Algorithms
949,Cat and Mouse,cat-and-mouse,Hard,34.73,False,"Math,Dynamic Programming,Graph Theory,Topological Sort,Memoization,Game Theory",Algorithms
950,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,Easy,30.13,False,"Array,Hash Table,Math,Counting,Number Theory",Algorithms
951,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,Medium,49.37,False,Array,Algorithms
952,Word Subsets,word-subsets,Medium,55.88,False,"Array,Hash Table,String",Algorithms
953,Reverse Only Letters,reverse-only-letters,Easy,68.11,False,"Two Pointers,String",Algorithms
954,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,Medium,49.37,False,"Array,Divide and Conquer,Dynamic Programming,Queue,Monotonic Queue",Algorithms
955,Complete Binary Tree Inserter,complete-binary-tree-inserter,Medium,64.97,False,"Tree,Breadth-First Search,Design,Binary Tree",Algorithms
956,Number of Music Playlists,number-of-music-playlists,Hard,60.02,False,"Math,Dynamic Programming,Combinatorics",Algorithms
957,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,Medium,74.45,False,"String,Stack,Greedy",Algorithms
958,Sort Array By Parity II,sort-array-by-parity-ii,Easy,71.22,False,"Array,Two Pointers,Sorting",Algorithms
959,3Sum With Multiplicity,3sum-with-multiplicity,Medium,46.17,False,"Array,Hash Table,Two Pointers,Sorting,Counting",Algorithms
960,Minimize Malware Spread,minimize-malware-spread,Hard,42.94,False,"Array,Hash Table,Depth-First Search,Breadth-First Search,Union-Find,Graph Theory",Algorithms
961,Long Pressed Name,long-pressed-name,Easy,32.77,False,"Two Pointers,String",Algorithms
962,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,Medium,61.85,False,"String,Dynamic Programming",Algorithms
963,Three Equal Parts,three-equal-parts,Hard,41.22,False,"Array,Math",Algorithms
964,Minimize Malware Spread II,minimize-malware-spread-ii,Hard,45.41,False,"Array,Hash Table,Depth-First Search,Breadth-First Search,Union-Find,Graph Theory",Algorithms
965,Unique Email Addresses,unique-email-addresses,Easy,67.79,False,"Array,Hash Table,String",Algorithms
966,Binary Subarrays With Sum,binary-subarrays-with-sum,Medium,68.18,False,"Array,Hash Table,Sliding Window,Prefix Sum",Algorithms
967,Minimum Falling Path Sum,minimum-falling-path-sum,Medium,60.79,False,"Array,Dynamic Programming,Matrix",Algorithms
968,Beautiful Array,beautiful-array,Medium,68.58,False,"Array,Math,Divide and Conquer",Algorithms
969,Number of Recent Calls,number-of-recent-calls,Easy,78.14,False,"Design,Queue,Data Stream",Algorithms
971,Shortest Bridge,shortest-bridge,Medium,59.26,False,"Array,Depth-First Search,Breadth-First Search,Matrix",Algorithms
972,Knight Dialer,knight-dialer,Medium,61.73,False,Dynamic Programming,Algorithms
973,Stamping The Sequence,stamping-the-sequence,Hard,62.16,False,"String,Stack,Greedy,Queue",Algorithms
974,Reorder Data in Log Files,reorder-data-in-log-files,Medium,56.9,False,"Array,String,Sorting",Algorithms
975,Range Sum of BST,range-sum-of-bst,Easy,87.56,False,"Tree,Depth-First Search,Binary Search Tree,Binary Tree",Algorithms
976,Minimum Area Rectangle,minimum-area-rectangle,Medium,55.31,False,"Array,Hash Table,Math,Geometry,Sorting",Algorithms
977,Distinct Subsequences II,distinct-subsequences-ii,Hard,44.0,False,"String,Dynamic Programming",Algorithms
978,Valid Mountain Array,valid-mountain-array,Easy,34.97,False,Array,Algorithms
979,DI String Match,di-string-match,Easy,80.89,False,"Array,Two Pointers,String,Greedy",Algorithms
980,Find the Shortest Superstring,find-the-shortest-superstring,Hard,45.05,False,"Array,String,Dynamic Programming,Bit Manipulation,Bitmask",Algorithms
981,Delete Columns to Make Sorted,delete-columns-to-make-sorted,Easy,78.05,False,"Array,String",Algorithms
982,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,Medium,60.57,False,"Array,Greedy,Sorting,Counting",Algorithms
983,Validate Stack Sequences,validate-stack-sequences,Medium,70.15,False,"Array,Stack,Simulation",Algorithms
984,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column,Medium,62.71,False,"Hash Table,Depth-First Search,Union-Find,Graph Theory",Algorithms
985,Bag of Tokens,bag-of-tokens,Medium,59.48,False,"Array,Two Pointers,Greedy,Sorting",Algorithms
986,Largest Time for Given Digits,largest-time-for-given-digits,Medium,35.84,False,"Array,String,Backtracking,Enumeration",Algorithms
987,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order,Medium,83.52,False,"Array,Queue,Sorting,Simulation",Algorithms
988,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,Medium,69.57,False,"Tree,Depth-First Search,Binary Tree",Algorithms
989,Largest Component Size by Common Factor,largest-component-size-by-common-factor,Hard,42.37,False,"Array,Hash Table,Math,Union-Find,Number Theory",Algorithms
990,Verifying an Alien Dictionary,verifying-an-alien-dictionary,Easy,55.85,False,"Array,Hash Table,String",Algorithms
991,Array of Doubled Pairs,array-of-doubled-pairs,Medium,39.7,False,"Array,Hash Table,Greedy,Sorting",Algorithms
992,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii,Medium,49.67,False,"Array,String,Greedy",Algorithms
993,Tallest Billboard,tallest-billboard,Hard,51.83,False,"Array,Dynamic Programming",Algorithms
994,Prison Cells After N Days,prison-cells-after-n-days,Medium,39.12,False,"Array,Hash Table,Math,Bit Manipulation",Algorithms
998,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree,Medium,58.94,False,"Tree,Breadth-First Search,Binary Tree",Algorithms
999,Regions Cut By Slashes,regions-cut-by-slashes,Medium,77.54,False,"Array,Hash Table,Depth-First Search,Breadth-First Search,Union-Find,Matrix",Algorithms
1000,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii,Hard,72.65,False,"Array,String,Dynamic Programming",Algorithms
1001,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array,Easy,79.83,False,"Array,Hash Table",Algorithms
1002,Maximum Width Ramp,maximum-width-ramp,Medium,55.85,False,"Array,Two Pointers,Stack,Monotonic Stack",Algorithms
1003,Minimum Area Rectangle II,minimum-area-rectangle-ii,Medium,55.9,False,"Array,Hash Table,Math,Geometry",Algorithms
1004,Least Operators to Express Number,least-operators-to-express-number,Hard,48.62,False,"Math,Dynamic Programming,Memoization",Algorithms
1005,Univalued Binary Tree,univalued-binary-tree,Easy,72.8,False,"Tree,Depth-First Search,Breadth-First Search,Binary Tree",Algorithms
1006,Vowel Spellchecker,vowel-spellchecker,Medium,61.44,False,"Array,Hash Table,String",Algorithms
1007,Numbers With Same Consecutive Differences,numbers-with-same-consecutive-differences,Medium,59.09,False,"Backtracking,Breadth-First Search",Algorithms
1008,Binary Tree Cameras,binary-tree-cameras,Hard,47.64,False,"Dynamic Programming,Tree,Depth-First Search,Binary Tree",Algorithms
1009,Pancake Sorting,pancake-sorting,Medium,71.65,False,"Array,Two Pointers,Greedy,Sorting",Algorithms
1010,Powerful Integers,powerful-integers,Medium,44.48,False,"Hash Table,Math,Enumeration",Algorithms
1011,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal,Medium,51.78,False,"Tree,Depth-First Search,Binary Tree",Algorithms
1012,Equal Rational Numbers,equal-rational-numbers,Hard,45.95,False,"Math,String",Algorithms
1014,K Closest Points to Origin,k-closest-points-to-origin,Medium,68.73,False,"Array,Math,Divide and Conquer,Geometry,Sorting,Heap (Priority Queue),Quickselect",Algorithms
1016,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,Medium,56.02,False,"Array,Hash Table,Prefix Sum",Algorithms
1017,Odd Even Jump,odd-even-jump,Hard,41.07,False,"Array,Dynamic Programming,Stack,Sorting,Monotonic Stack,Ordered Set",Algorithms
1018,Largest Perimeter Triangle,largest-perimeter-triangle,Easy,61.95,False,"Array,Math,Greedy,Sorting",Algorithms
1019,Squares of a Sorted Array,squares-of-a-sorted-array,Easy,73.57,False,"Array,Two Pointers,Sorting",Algorithms
1020,Longest Turbulent Subarray,longest-turbulent-subarray,Medium,48.86,False,"Array,Dynamic Programming,Sliding Window",Algorithms
1021,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,Medium,77.24,False,"Tree,Depth-First Search,Binary Tree",Algorithms
1022,Unique Paths III,unique-paths-iii,Hard,82.74,False,"Array,Backtracking,Bit Manipulation,Matrix",Algorithms
1023,Time Based Key-Value Store,time-based-key-value-store,Medium,49.72,False,"Hash Table,String,Binary Search,Design",Algorithms
1024,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,Hard,59.97,False,"Array,Hash Table,Bit Manipulation",Algorithms
